,Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
7,MSUMI,EQ,11-Jul-2023,57.85,58.15,58.9,57.95,58.45,58.55,58.64,"34,19,854","20,05,46,837.05","24,209","19,60,091",57.32
8,MSUMI,EQ,12-Jul-2023,58.55,58.55,58.85,58.0,58.2,58.15,58.29,"29,07,204","16,94,54,833.50","26,280","16,67,490",57.36
9,MSUMI,EQ,13-Jul-2023,58.15,58.55,59.2,57.7,58.0,57.8,58.52,"1,12,89,146","66,06,04,351.15","32,147","85,96,199",76.15
10,MSUMI,EQ,14-Jul-2023,57.8,58.25,58.8,57.8,58.15,58.05,58.08,"40,06,674","23,27,15,011.10","15,239","27,26,360",68.05
11,MSUMI,EQ,17-Jul-2023,58.05,58.4,59.45,58.25,58.6,58.65,58.92,"1,62,88,304","95,96,38,040.30","26,673","1,34,90,654",82.82
12,MSUMI,EQ,18-Jul-2023,58.65,59.0,59.1,58.15,58.7,58.55,58.48,"77,27,822","45,19,30,627.15","13,304","63,36,225",81.99
13,MSUMI,EQ,19-Jul-2023,58.55,58.75,58.75,58.2,58.3,58.35,58.42,"19,05,173","11,13,05,915.15","18,303","9,42,486",49.47
14,MSUMI,EQ,20-Jul-2023,58.35,58.2,59.1,58.0,58.4,58.45,58.61,"38,68,405","22,67,28,806.30","17,445","19,33,779",49.99
15,MSUMI,EQ,21-Jul-2023,58.45,58.4,58.45,57.8,57.95,57.9,57.99,"62,27,111","36,10,86,435.15","21,125","49,99,555",80.29
16,MSUMI,EQ,24-Jul-2023,57.9,58.0,58.65,57.8,58.0,57.95,58.05,"1,58,82,171","92,20,20,354.55","26,477","1,40,81,635",88.66
17,MSUMI,EQ,25-Jul-2023,57.95,58.3,62.65,58.15,61.65,61.9,60.21,"4,10,88,343","2,47,40,85,243.10","62,275","3,13,55,276",76.31
18,MSUMI,EQ,26-Jul-2023,61.9,62.0,62.95,60.65,61.9,62.15,61.69,"1,40,70,518","86,80,26,424.45","47,512","81,97,546",58.26
19,MSUMI,EQ,27-Jul-2023,62.15,62.5,62.85,60.05,60.2,60.15,60.73,"57,38,501","34,85,14,957.30","28,606","33,57,050",58.5
20,MSUMI,EQ,28-Jul-2023,60.15,60.3,61.45,58.55,58.8,58.85,59.61,"72,44,924","43,18,60,970.50","31,072","35,02,134",48.34
21,MSUMI,EQ,31-Jul-2023,58.85,59.0,59.8,57.6,59.75,58.55,58.08,"1,63,86,779","95,17,12,614.35","38,488","1,28,14,592",78.2
22,MSUMI,EQ,01-Aug-2023,58.55,60.95,60.95,59.35,59.6,59.55,59.67,"78,14,079","46,62,80,561.00","24,273","50,41,595",64.52
23,MSUMI,EQ,02-Aug-2023,59.55,59.95,60.25,58.7,60.0,59.95,59.72,"69,69,135","41,61,80,160.55","51,834","41,99,346",60.26
